ID,LAT,LON,panoId,LAG,HAG,LOWELEV_ST,FFE_ft,DEM_ft,camera_height_m,image_date,elevation_wgs84_m,elevation_egm96_m,pano_lat,pano_lng
1750,36.935897,-76.233039,A8kpF-MLxbRctC3yQWYRIQ,8.2,8.7,,10.6,7.79798,2.408904314,2019-04,-35.051594,3.456703,36.935816,-76.232763
1752,36.92825,-76.202017,NYHj8KphKuj-trL-iasx9g,3.4,4.1,3,9.6,3.62397,2.40879178,2019-04,-36.466441,2.13289,36.92834,-76.202271
1753,36.966327,-76.282846,QWmcMTxxlxuMybHVghXhUg,4.4,4.7,5.2,9.8,3.89229,2.91845274,2015-07,-35.489646,2.844892,36.966142,-76.282862
1754,36.966957,-76.282778,VIrk2r8hoBdMWZBvHQvcpg,5.6,6.2,6.4,9.9,4.63606,2.459742069,2019-04,-35.764535,2.568805,36.967117,-76.282817
1757,36.928452,-76.199272,BpK0mgTlhx1QybpEaJDrYA,3.5,3.6,3.6,11.8,2.38642,2.409074545,2019-04,-36.827462,1.778835,36.928491,-76.199506
1758,36.934613,-76.219393,gnx2JIbgF0JAJn04z-2FPQ,4.46,5.13,4.51,14.13,4.12197,2.407828331,2019-04,-36.195612,2.349543,36.934783,-76.219285
1759,36.965173,-76.275031,6CBN56VX-yI4E7rTpjqoyA,4,4.6,3.3,11.6,3.07416,2.458583355,2019-04,-36.171761,2.184299,36.965021,-76.275094
1761,36.96652,-76.288315,Emr8HVDSBcpFseXNAP9hWg,4.5,4.8,4.6,9.3,3.92456,2.965383053,2018-06,-35.343296,2.97733,36.966525,-76.288074
1762,36.931497,-76.209988,nvEBQo-ljEMhD3m8dghJFA,3.5,4.4,3.8,9.4,2.5627,2.499154329,2019-04,-36.533341,2.041675,36.931413,-76.209792
1765,36.89701,-76.308666,tMU8dUfUlTvos276Oi7-bg,5,6.9,5,11.5,5.57491,2.915923357,2015-07,-33.917001,4.446513,36.897013,-76.308424
1766,36.930409,-76.210476,Ia7LqugHvBBkPfPkQHauxg,4.11,6.1,4.15,10.13,4.8783,2.408916712,2019-04,-35.871026,2.704466,36.93034,-76.210217
1767,36.929862,-76.203955,yfGJP-NsL91X0mE871C4fQ,3.6,4.6,3.6,9.1,3.87595,2.414672136,2019-04,-36.222126,2.369724,36.929912,-76.204212
1768,36.965539,-76.2753,USNsRy1VIflCWrepNnUG5g,6.4,7.3,6.4,11.3,4.03481,2.479413509,2019-04,-35.930526,2.42384,36.96562,-76.275436
1770,36.854547,-76.293822,boXKdxW8pfRImHw8p6ge6A,4.2,4.4,4.3,13.4,3.62246,2.92098546,2018-06,-35.679458,2.782574,36.854587,-76.293627
1772,36.929986,-76.203914,DaROmX_5bP3_ER2oz2-cNg,3.9,4.3,3.6,9.6,3.54202,2.408946991,2019-04,-36.350796,2.24105,36.930084,-76.204144
1775,36.843828,-76.259021,3QmQLujaBLLxcFeRnxaMOw,3.3,4.3,3.3,9.6,3.98375,2.915949583,2015-07,-34.445267,4.125954,36.843896,-76.259282
1776,36.886066,-76.291639,B-iBcIrUMfBEjo5SWB6tsQ,5,5.4,5.1,10,2.75796,2.927009344,2015-07,-35.26908,3.154889,36.885874,-76.29169
1778,36.932355,-76.214316,Xiltohysry4Sw8mvejWCVg,4.9,5.1,,10.54,2.85792,2.875210285,2015-06,-36.19919,2.361906,36.932421,-76.214496
1779,36.84162,-76.231752,GKyeQs1zvkZOeKiDQBL_Dg,6.25,8.65,5.8,11.54,7.12676,2.913701534,2015-06,-32.969265,5.680061,36.841814,-76.231679
1781,36.88091,-76.235931,vs-mJ5E0a30IcqV0vS6Oag,6.2,10.8,8.8,12.4,11.174,2.92632556,2015-07,-33.53015,5.049569,36.880931,-76.236205
1783,36.878509,-76.260713,N0eXWrZMvU9Zu1AdSUKiIA,4.95,7.1,5.4,12.2,5.43619,2.409559011,2019-03,-35.197281,3.321022,36.878452,-76.260457
1788,36.882123,-76.277559,m8EAxJAnQc_smgTQMaK0VA,4.9,5.8,5.4,11.2,3.77596,2.913533211,2015-07,-35.46731,3.000146,36.881927,-76.277513
1790,36.851432,-76.22488,gA2KFz2OkxZ0XPO0Kq5rcA,7.5,8.9,7.5,12,7.78074,2.833179474,2015-07,-34.776769,3.877463,36.851359,-76.22459
1794,36.930863,-76.193815,fn-nrARTgy2imEa2Oixpgw,7.6,8.4,7.7,10.8,6.37403,2.408828259,2019-04,-35.685146,2.932484,36.930703,-76.193931
1795,36.929093,-76.193983,EOfpjRZO4XLVObGgFqtPEQ,4.4,4.5,4.2,11.1,3.37459,2.4088943,2019-04,-36.587514,2.031627,36.929169,-76.194215
1796,36.929224,-76.193941,FWr6ZDFvIkapT5ECBRnl5A,4.2,4.6,4.1,11.3,3.45871,2.408830166,2019-04,-36.564522,2.054508,36.929299,-76.194183
1797,36.930926,-76.211522,WQ3D6vi8kYTVRKA3h9Z0hQ,3.1,4.4,4.2,12.02,4.46146,2.40978384,2019-04,-35.896813,2.675155,36.930859,-76.211265
1798,36.931018,-76.210902,oVbR4tkP_NDdqfHIS4tL1g,3.6,5,4.2,12.57,5.73989,2.408179283,2019-04,-35.592053,2.979766,36.931116,-76.211164
1799,36.930879,-76.210986,JZshyZSb88_yA9vHMV4Hmg,2.9,4.4,3.7,12.6,4.61544,2.360862494,2019-04,-35.810625,2.761297,36.930945,-76.211231
1800,36.92985,-76.198778,76ezuX_uPEEkK98b5zR_YQ,5,5.2,5.2,11.7,4.14331,2.40892458,2019-04,-36.420011,2.185355,36.929929,-76.199038
1812,36.914438,-76.302338,4DkXEkJdl9lXuhucWG1u3w,5.5,8.7,6.3,11.3,5.78417,2.926751852,2015-07,-29.867817,8.488319,36.914224,-76.302309
1815,36.966909,-76.287203,A4spWWiAauk8dPEHd1waug,2.756783,3.956783,,9.356783,4.07141,2.507394075,2019-04,-35.868103,2.453892,36.967093,-76.28723
1818,36.929526,-76.196839,SzmFIt8a-F68dulbN2gGFg,4,4.7,,9.11,4.00359,2.408906221,2019-04,-36.270044,2.342314,36.929457,-76.196639
1819,36.930009,-76.210142,g1UOe0QgwagkzqVDGSQFlw,6.296155,7.196155,,10.296155,4.67141,2.431605339,2019-04,-35.841349,2.734205,36.930083,-76.210319
1823,36.934666,-76.210607,jmvWRh1zAQtQaChPNaeA-g,5.896155,6.396155,,9.696155,4.22305,2.408551455,2019-04,-36.009553,2.558654,36.934466,-76.210675
1827,36.930673,-76.20861,w7xxoX6zK0CXijbMAWMzsg,4,5.9,,8.6,5.87354,2.408338308,2019-04,-35.589132,2.989378,36.930706,-76.208818
1829,36.946258,-76.265204,2qgxBpInNft1quMQuVAp6Q,7.486312,8.886312,,12.086312,7.19579,2.940493822,2015-07,-32.717035,5.691568,36.946065,-76.26526
1832,36.928647,-76.200424,2VeseaR4uAf0gLbDL_L49w,3.8,4.4,4.2,9.8,3.51365,2.44389677,2019-04,-36.42059,2.182503,36.928664,-76.200658
1835,36.927866,-76.200651,lrh712M0yQ5BtFMTiVB4vQ,3.4,4,3.5,9.5,2.94551,2.400154114,2019-04,-36.72793,1.8757,36.927881,-76.2009
1836,36.928762,-76.199105,x4Fk0lOlCMnX85GckHrsDQ,3.2,3.8,3.2,9.57,3.1511,2.40856266,2019-04,-36.57957,2.026474,36.928878,-76.199373
1837,36.930593,-76.201098,6xct2Y7wDzDwzJQOg-BeVw,5.3,6.2,5.7,9.7,5.6732,2.408927202,2019-04,-35.674636,2.923642,36.930681,-76.20133
1839,36.929976,-76.199288,76ezuX_uPEEkK98b5zR_YQ,5.1,5.6,5.2,11.7,4.14331,2.40892458,2019-04,-36.420011,2.185355,36.929929,-76.199038
1840,36.886489,-76.243034,1cqzJJuRYvFPGp60uFvfoQ,9.896155,10.796155,,13.496155,8.97443,2.449693441,2019-04,-34.754778,3.798105,36.88664,-76.243165
1841,36.886751,-76.242626,JtVK8YyDTET_SLdyPCmltw,9.296155,9.496155,,13.496155,8.91924,2.47311902,2019-04,-34.798126,3.755291,36.886896,-76.242826
1846,36.832912,-76.280032,g4Vzx8R5bhQ_8PXWkScEMA,6.466626,6.966626,,11.166626,5.11077,2.919471025,2015-07,-35.195875,3.333124,36.832994,-76.280246
1847,36.834069,-76.213315,u7l3iuH_eSfj4GJ9wGNO5w,8.3,9.2,,12.57,7.66321,2.967472553,2015-07,-34.463385,4.246446,36.834106,-76.213563
1848,36.833807,-76.213331,wzRjjCKHsbPHcVtAea1jzA,7.6,9,,12.1,7.47135,2.841917515,2015-07,-34.206302,4.503857,36.833827,-76.213575
1849,36.843317,-76.260099,_arxe96j5oY5zRsfnCOS1w,6.4,7.8,6,10.8,5.75059,2.896931171,2018-06,-35.007002,3.56291,36.84315,-76.26013
1850,36.966932,-76.282443,ZPk6_i6NGLyvuQtlsJRd1w,5.1,6.1,5.4,11.5,4.33663,2.487590075,2019-04,-35.859591,2.474622,36.967114,-76.282493
1866,36.851969,-76.292577,hJs4_y65F_GaEYlIGRv6Tw,6.886312,8.086312,,15.666312,6.57504,2.926935196,2018-06,-34.534372,3.934218,36.852102,-76.292497
1871,36.855603,-76.297738,rCXcaiz9sMPsUO-v8_33Fw,11,11.2,11.1,13.5,5.31197,2.919317961,2018-06,-34.752271,3.697405,36.855376,-76.29776
1874,36.857276,-76.294681,87TeGYscvBl8ajtAghXoAA,7.3,7.8,,10.3,5.86703,2.932545185,2018-06,-34.164626,4.290685,36.857113,-76.29483
1879,36.86482,-76.308271,M3fyDPUUDdmS1XzJfqdkFA,8.996155,9.396155,,9.696155,6.78946,2.408813,2019-05,-35.148502,3.260262,36.864765,-76.308038
1886,36.87624,-76.306983,MvNdrkK2HAOR3OyAjtwaaQ,9.802717,10.502717,,13.072717,7.46728,2.451106787,2019-05,-34.995773,3.39978,36.876476,-76.306991
1887,36.876256,-76.306622,gwlqE_iNbwNEUsrlOMtdUA,9.155998,10.255998,,12.765998,7.85493,2.408834219,2019-05,-34.807251,3.589199,36.876487,-76.306649
1891,36.892184,-76.30756,9hKt7zI8XgFA0zhC8MapkQ,7.545998,7.845998,,10.565998,6.12475,2.917178631,2015-07,-32.642881,5.729895,36.891947,-76.307586
1892,36.893202,-76.295368,8XAntSh9msEoBw-o3TZaDQ,5.225684,5.725684,,9.825684,3.60355,2.405946255,2019-05,-35.992825,2.410026,36.893163,-76.295728
1894,36.894217,-76.313316,LJovcr_zrO2FUR1nYVaqGA,7.9,8.1,7.8,9.7,6.05638,2.846561909,2015-07,-32.111382,6.241989,36.894236,-76.313661
1896,36.894513,-76.307425,QdgtWujoUD7bWwfgneqIFg,5.8,6.5,,10.3,5.79425,2.936790228,2015-07,-34.076184,4.293815,36.894324,-76.307415
1897,36.89482,-76.310269,Hv0WXZ8NRvdFEjMt3MJjIQ,8.6,8.9,8.6,11.1,6.17072,2.910137177,2015-07,-34.433788,3.928562,36.894732,-76.310051
1900,36.895204,-76.299315,Z13nbiRGon0l1W7Xa6av_Q,8.219122,8.819122,,11.419122,6.34212,2.91767931,2015-07,-33.402192,4.988001,36.894994,-76.299503
1901,36.89563,-76.305546,p6qhMpTNb1a7atmY3m7rKA,6.61256,,,9.41256,4.11499,2.915623188,2015-07,-33.956827,4.415895,36.895829,-76.305596
1903,36.89628,-76.308724,2awKpZPECiLbvFwKDdFEiw,6.405998,6.505998,,9.105998,5.17591,2.989630461,2015-07,-33.520509,4.843703,36.89626,-76.30855
1904,36.89669,-76.306811,rY_DRwAbEL8o3c-9oUUkjg,5.56256,6.96256,,10.35256,4.76586,2.920521259,2015-07,-35.276773,3.091452,36.896491,-76.306957
1905,36.897068,-76.311678,hwqkuBBc1cT4vHlH72qxew,6.199436,7.399436,,10.799436,3.85214,2.928923845,2015-07,-33.791193,4.564146,36.897088,-76.311448
1910,36.897829,-76.295862,jskziiaR5iXnbehIdKhgNw,7.825684,9.125684,,12.925684,4.58347,2.894964933,2015-07,-32.825624,5.57022,36.898078,-76.295782
1911,36.897954,-76.29778,meXjl-34peA9_33ElQFKsQ,6.922403,,,10.222403,4.313,2.895167112,2015-07,-33.571436,4.818956,36.898199,-76.297796
1915,36.899067,-76.304624,iIhngtKv0GK3t0xbXMqTSw,5.3,5.4,5.5,7.5,3.15732,2.919712067,2015-07,-34.448113,3.922603,36.89924,-76.304559
1921,36.901855,-76.312439,_wTiz4AVKZjRqYo282eFEQ,7.199436,7.599436,,11.099436,5.20665,2.916662455,2015-07,-32.074311,6.27206,36.901673,-76.312486
1922,36.901928,-76.31384,sF6lUwHkBrrq5923wo_6Gw,5.396155,6.696155,,9.496155,5.45393,2.826171637,2015-07,-32.237033,6.106618,36.901773,-76.313446
1930,36.910059,-76.304899,sPyHMRVzEYHolUXWmZ_UfA,8.409279,,,9.109279,6.36549,2.408979654,2019-05,-35.389658,2.964922,36.910251,-76.304956
1931,36.910173,-76.304228,#NAME?,5.21256,6.31256,,13.71256,4.86469,2.918000221,2016-02,-35.370838,2.985051,36.910126,-76.304539
1938,36.911278,-76.299695,rIW00-oCBcj3QqS9pROJEQ,5.419122,5.519122,,7.919122,4.23677,2.408703327,2019-05,-35.879692,2.488053,36.911144,-76.299516
1941,36.912165,-76.315401,2QS18nfIZ42ZBuinu5IWjw,6.3,6.8,,7.9,5.29463,2.409029007,2019-05,-34.352222,3.972703,36.912109,-76.315176
1944,36.912858,-76.2999,2dedH-hKzXHapY-r1vUXgw,6.119122,8.119122,,10.839122,2.9759,2.922994852,2015-07,-35.399459,2.964203,36.912944,-76.300139
1945,36.912921,-76.297234,A5WMGWIqwa0NJZ2OlaF4Ag,7.6,8.4,7,10.79,5.08262,2.902076721,2015-07,-33.83278,4.537906,36.912898,-76.297487
1949,36.913388,-76.312192,Bz-5UcxpMrAiYMIFKpKNLQ,7.5,8.1,7.3,10.3,5.8121,2.410175562,2019-05,-35.040246,3.291412,36.913101,-76.312172
1952,36.913283,-76.28144,4uAEBoai8-GucOx_SiRzKQ,6.332246,9.432246,,13.132246,5.46109,2.920556545,2018-06,-33.075276,5.337074,36.913526,-76.281439
1954,36.915005,-76.30896,sSkUIEWS93B8ro6TDYyBqw,6.2,9,6.2,9.5,9.17228,2.924009562,2016-02,-31.217083,7.12099,36.915054,-76.308649
1955,36.915133,-76.310374,FXk0jzwf5CrvZ11DKgVqCw,9,9.5,,9.9,8.22241,2.923616171,2018-06,-32.978713,5.354054,36.915374,-76.310546
1956,36.929674,-76.312111,zwm6jy3CD1P8NtJpMnOfDg,6.5,6.7,6.7,11,5.7413,2.378075123,2019-05,-35.288301,3.021006,36.929477,-76.312132
1957,36.929756,-76.310718,9oQsDh4PdYUtY6AJX9WbyQ,5.6,5.7,5.6,7.8,4.44904,2.40873003,2019-05,-35.792794,2.520164,36.929561,-76.310688
1958,36.93001,-76.312159,wOYjJqQydeQ6PFyU7lq7nw,5.7,5.9,5.9,8.8,4.64154,2.454678297,2019-05,-35.633938,2.674252,36.93022,-76.312178
1959,36.930027,-76.311764,YUXNRu-h8OIAESseduR5fw,5,5.5,,7.7,4.04725,2.408685207,2019-05,-35.867103,2.44193,36.930239,-76.311837
1963,36.960053,-76.261872,Z86EJLKxBMIUuJ0-4dOOzQ,4.026626,5.986626,,6.856626,4.77167,2.307727098,2019-03,-35.618398,2.778994,36.960178,-76.261798
1965,36.964527,-76.26926,x9MLfyCNdoEKnoUvXTs9Yg,6.656783,8.656783,,9.756783,4.46623,2.454368353,2019-04,-35.843192,2.528512,36.96436,-76.269382
1974,36.966301,-76.281852,MLsFqhFWAEoL2jV7xbieTQ,5.260064,5.460064,,9.460064,3.63684,2.891589165,2015-07,-35.447829,2.889272,36.966111,-76.281905
1977,36.966943,-76.277375,MGGk9ltwyADGajjauoaPRw,5.153502,5.553502,,16.553502,4.27704,2.408755064,2019-04,-35.863164,2.484328,36.966798,-76.277459
1978,36.966934,-76.27683,OMzNTwpdVqw1Bd3zo1_8AQ,6.556783,6.756783,,8.356783,4.52618,2.40899229,2019-04,-35.763966,2.585273,36.966672,-76.276863
1979,36.967319,-76.291589,eGCTx0hHtj2p1BZIQ13p8Q,5.556783,,,9.356783,3.85389,2.413382769,2019-04,-35.886171,2.424346,36.967158,-76.29163
1985,36.967322,-76.291355,5obrT99kkImAjC3QlXiPCQ,5.156783,,,9.656783,3.52696,2.319680452,2019-04,-35.967141,2.344043,36.967159,-76.291378
1991,36.968148,-76.295295,PNyP_c-Aq6MflWAtydyP8g,3.456783,3.956783,,5.856783,2.46861,2.520706892,2019-04,-36.321947,1.977293,36.96835,-76.295341
1994,36.968555,-76.295492,ku-HsXFPmTZLHckId4KeFg,6.056783,6.456783,,10.086783,2.60992,2.408832312,2019-04,-36.275994,2.022929,36.968349,-76.295453
1996,36.911548,-76.207661,AarhvpIO79q_ngQ7OxselA,9.589593,10.889593,,14.589593,8.31005,2.924832582,2015-07,-34.348431,4.260707,36.911602,-76.208028
1997,36.920281,-76.189872,XqP911Xggmf_gaHGZlQ1bA,7.24,8.08,7.27,8.99,6.94267,2.408799887,2019-04,-35.601898,3.041477,36.920336,-76.190106
2004,36.929141,-76.232658,FmX0vHoQDB0yJrwZOdo55A,8,8.1,8,10.1,6.7468,2.912404299,2015-07,-34.808858,3.709537,36.928954,-76.232747
2006,36.928688,-76.200881,2VeseaR4uAf0gLbDL_L49w,6.696155,,,11.796155,3.51365,2.44389677,2019-04,-36.42059,2.182503,36.928664,-76.200658
2007,36.928797,-76.196528,iL0I9bRZyk445U7yzT3z4A,3.892874,,,8.692874,3.35489,2.408691645,2019-04,-36.51101,2.101889,36.928851,-76.196781
2008,36.92885,-76.198554,ytzuGMi0kZ0N2U9xkishOQ,3.3,4,3.3,6.4,4.57132,2.427392006,2019-04,-36.117714,2.49163,36.928786,-76.198181
2009,36.928838,-76.195162,i0QbZTWOJYE9x6vCl3W8TQ,2.9,3.6,2.9,11.5,2.56022,2.408661842,2019-04,-36.840376,1.776796,36.929002,-76.195084
2011,36.929208,-76.20159,wn0bZQdZOeILC3O9ZNpRxg,6.192874,,,13.292874,4.0444,2.408760071,2019-04,-36.2959,2.302904,36.929325,-76.201884
2012,36.929417,-76.204031,iUbIzoqkOeixkXuNRNarrg,4.596155,4.896155,,10.296155,3.08941,2.408868074,2019-04,-36.633505,1.959669,36.9292,-76.204135
2016,36.929978,-76.210678,hPoDoOrHp7NDHM1hqwT51Q,4.3,6.5,,9.85,5.28594,2.388381243,2019-04,-35.641273,2.934483,36.929912,-76.210387
2018,36.929924,-76.201942,A1rIJ_oWRuuHH5_DE616Nw,5.592874,,,10.192874,5.98607,2.408724308,2019-04,-35.705395,2.893291,36.929838,-76.201676
2019,36.930111,-76.21057,g1UOe0QgwagkzqVDGSQFlw,6.796155,7.296155,,10.496155,4.67141,2.431605339,2019-04,-35.841349,2.734205,36.930083,-76.210319
2021,36.930217,-76.209277,AirHJI3eMCNSsd9QICZtjA,4.996155,5.396155,,9.696155,3.43392,2.408843279,2019-04,-36.181686,2.397084,36.930145,-76.209059
2022,36.930181,-76.207403,K-yiqZFvFJnN9Sj3UmlKng,8.196155,9.296155,,11.996155,6.99879,2.90047431,2015-07,-34.429435,4.153955,36.930264,-76.207263
2023,36.930198,-76.208031,P-6vwIo7-BuHfnJqTc7NFg,7.892874,7.892874,,11.592874,7.9674,2.922266483,2015-07,-34.064379,4.518049,36.930131,-76.207731
2024,36.930321,-76.211192,165oipo4INQ3d5h1mHuizw,3.6,3.9,3.6,9.3,3.75295,2.329579353,2019-04,-36.246974,2.325181,36.930344,-76.211466
2026,36.930298,-76.208746,HzpXi9SS6w1LBxjlolac1Q,2.896155,3.996155,,9.696155,3.23503,2.40890193,2019-04,-36.180407,2.398267,36.930315,-76.208986
2027,36.930175,-76.200721,MMVRU0qbLTFQipzluP_bzA,6.696155,6.896155,,10.296155,6.14053,2.408770323,2019-04,-35.607421,2.993287,36.930017,-76.20074
2029,36.930224,-76.200422,0dCIGa2ENWqtNQTT5-Kh-g,5.796155,6.196155,,9.896155,4.82098,2.408798218,2019-04,-36.065427,2.536597,36.930216,-76.200158
2031,36.930196,-76.196204,DF3VWjzfXYKGIxNbTQrdrw,5.392874,6.192874,,9.192874,4.86726,2.458723545,2019-04,-36.026894,2.584769,36.930255,-76.196454
2034,36.93034,-76.200435,2repr1LXkS44qQGWVtH-bw,5.892874,6.092874,,9.792874,4.59426,2.408844948,2019-04,-36.119406,2.482565,36.930309,-76.200131
2037,36.930329,-76.19866,Z6kS_8OdYeXEDLW_QWdAmw,6.492874,6.892874,,10.192874,4.90427,2.500267267,2019-04,-36.140608,2.46449,36.930382,-76.198893
2038,36.930556,-76.208621,jDAttILL3y89NoEE-znJdw,3.792874,,,9.092874,4.06798,2.40860796,2019-04,-35.918067,2.660489,36.930613,-76.208858
2039,36.930319,-76.196135,z0Eawby8w3jBuMPPeGJrRA,6.792874,7.392874,,10.392874,5.01364,2.408658504,2019-04,-35.983987,2.627624,36.930343,-76.196434
2042,36.930586,-76.195631,YgdZxulj3eCqD6dVD-M36A,8.289593,8.789593,,12.449593,6.15104,2.408389091,2019-04,-35.703406,2.90949,36.930908,-76.195609
2044,36.930734,-76.199166,2Sarc4yx-PuWbUx5sJ2j4A,6.492874,7.392874,,10.892874,5.4637,2.408698082,2019-04,-35.882427,2.722516,36.930644,-76.198811
2045,36.930987,-76.210159,ePL0BsyBIRzVZdoBOmtUHw,2.796155,3.396155,,17.996155,2.56696,2.408566475,2019-04,-36.495316,2.079841,36.930949,-76.209976
2047,36.930933,-76.194311,1s83SnfZr8SpPLeqB_2gBQ,7.992874,8.192874,,10.092874,5.83262,2.408967495,2019-04,-35.804838,2.811499,36.930777,-76.194373
2051,36.931131,-76.195313,PWAKIaNPQGy51O4EF_58UA,6.792874,,,7.192874,7.32962,2.891057014,2015-06,-34.816343,3.79669,36.93131,-76.195313
2052,36.931298,-76.201327,q6DuUS6MMftlYNftdNAwlw,4.7,4.9,,8.6,3.95619,2.435041666,2019-04,-36.302341,2.295674,36.931282,-76.201103
2053,36.931407,-76.204605,NIi8kNfMOmQK3uaB4xQftQ,7.692874,,,8.992874,4.60216,2.924836159,2017-11,-35.622301,2.965651,36.931433,-76.204831
2057,36.931661,-76.204409,4AdQMlfJ5CNQZvowbS_O0w,5.692874,6.192874,,9.192874,3.78203,2.844665289,2017-11,-35.804444,2.783332,36.931776,-76.204694
2069,36.932135,-76.210907,GNnRhgQY8EKIJ7oGBaMaVQ,3.196155,6.496155,,7.096155,6.40194,2.408993006,2019-04,-35.081612,3.489757,36.932081,-76.210783
2072,36.932305,-76.208488,P8m3xq2Lt_Me0zg4Hib0qQ,4.092874,,,8.892874,4.25494,2.427415133,2019-04,-36.008873,2.568909,36.932249,-76.208225
2074,36.93282,-76.207701,B0ydFD9vXGbxJx_N5TwygA,7.092874,7.692874,,11.192874,6.31231,2.317904234,2019-04,-35.36723,3.210265,36.932929,-76.207963
2075,36.932956,-76.207678,PxXL1WOwWlU3FFO5tTElLA,8.196155,8.296155,,11.296155,6.76344,2.384791851,2019-04,-35.251487,3.325963,36.933015,-76.207929
2076,36.933093,-76.213554,CCMEjTI-UZA355shH3l4mA,7.996155,9.096155,,12.296155,5.73221,2.409573317,2019-04,-35.442788,3.119617,36.932912,-76.213755
2078,36.933053,-76.206485,N8YWzpLQQC-JGm7az7GlHQ,5.792874,7.492874,,12.492874,4.3341,2.40885067,2019-04,-36.081718,2.499035,36.933118,-76.206632
2079,36.933086,-76.20763,ppBKzT8Ku47-49PYhoFNzg,7.492874,8.092874,,10.792874,6.52091,2.408269405,2019-04,-35.29434,3.283007,36.933187,-76.207861
2080,36.933199,-76.20699,N8YWzpLQQC-JGm7az7GlHQ,6.796155,7.396155,,10.696155,4.3341,2.40885067,2019-04,-36.081718,2.499035,36.933118,-76.206632
2084,36.933526,-76.20825,qylj8JvdaQtPYFI-Brl8zw,5.816155,8.616155,,10.336155,4.9404,2.388746738,2019-04,-35.822383,2.753247,36.933824,-76.208176
2093,36.935405,-76.211741,eG9w74PtjIkDSY59QP7l4Q,9.092874,,,11.692874,6.79415,2.953434467,2014-09,-34.069676,4.494289,36.93519,-76.21183
2094,36.935907,-76.231505,0ymNvXUISsUbjyqGuq2kIQ,5.596155,6.396155,,11.496155,6.94467,2.454704762,2019-04,-35.255277,3.256918,36.935852,-76.231276
2108,36.929092,-76.18022,Xh5bfrOS3vpyRsSiYwQ20g,8.786312,9.186312,,12.686312,8.60153,2.408844233,2019-04,-34.96653,3.689708,36.928884,-76.180257
2112,36.921198,-76.191373,n51YdMLGrrbh2ZqVsScFsQ,4.87975,5.77975,,9.57975,5.27005,2.335763216,2019-04,-35.987398,2.651782,36.921221,-76.191171
2115,36.928252,-76.179917,FYJtxKXJBJJeaaoOTf1bpA,10.186312,10.886312,,14.186312,8.80834,2.409000397,2019-04,-35.039287,3.61842,36.928464,-76.179932
2116,36.929305,-76.185995,plseOCKrJ1YIy-WwQMFFGw,9.289593,9.789593,,12.289593,9.16504,2.925351381,2016-07,-34.355752,4.284572,36.929457,-76.185994
2126,36.894103,-76.307176,deuqscPlx_24aC3En01NcQ,10.609279,11.609279,,14.109279,5.64566,2.855614185,2015-07,-33.954641,4.415919,36.894332,-76.30718
2129,36.913793,-76.309463,HCMapyDNjj0ERcXYV0OLdw,9.902717,10.102717,,13.802717,5.66375,2.916200876,2016-02,-35.369625,2.967445,36.913842,-76.309752
2148,36.91443,-76.293021,1YBgHmAjiDM7a7U5E8YwKg,9.925684,10.925684,,13.625684,7.93836,2.44146204,2019-05,-34.847901,3.532993,36.914484,-76.2928
2149,36.934732,-76.270079,amVT64NifYVXuzvuajqZMA,12.499436,12.799436,,16.199436,11.2374,2.917739153,2015-07,-31.943564,6.469132,36.934597,-76.269943
2152,36.928476,-76.195364,Wkrvc0C2Fal9yeUzLLez1A,2.292874,3.592874,,4.492874,3.37054,2.502732754,2019-04,-36.596691,2.019958,36.928505,-76.195571
2153,36.897183,-76.308613,PcHqiBk74rvpeLpMxdl9Gw,5.405998,6.905998,,10.405998,5.3786,2.915220261,2015-07,-34.002476,4.360989,36.897111,-76.308399
2155,36.961945,-76.263916,pxIQcMKcpFAj6INm10nodA,7.2,7.3,,11.9,4.38812,2.409638882,2019-03,-35.703546,2.685584,36.961781,-76.26411
2160,36.899426,-76.30568,WnijMLO1lH9jZ2YdRoN9ew,5.8,6.2,5.5,11.5,2.69012,2.886483908,2015-07,-35.077445,3.290018,36.899596,-76.305622
2175,36.966939,-76.284708,5RoDX__VZoDWddogvzxsDg,4.3,4.7,3.9,9.3,3.64593,2.456562042,2019-04,-36.041529,2.286802,36.967107,-76.284757
2176,36.931561,-76.211184,qjlI0uECytkrZxE0JThscQ,9,14.2,6.4,16.85,14.1848,2.334452391,2019-04,-33.013377,5.558206,36.93155,-76.210995
2177,36.928472,-76.200467,i4U7Offo90o0Ytbt0qDv5w,3.7,4.2,3.7,9.22,3.43019,2.408676863,2019-04,-36.45189,2.151317,36.928542,-76.200696
2193,36.919851,-76.194122,tZ2rW01yidNAvexjCf4VkA,6.6,7.4,,9.3,6.16425,2.841241837,2016-02,-35.329776,3.303708,36.919738,-76.194113
2198,36.928549,-76.200973,a82lhGgEPkljChQrq_LrOw,4.7,4.9,4.7,9.7,3.47296,2.408918142,2019-04,-36.452045,2.151154,36.928479,-76.200717
2234,36.924956,-76.18538,#NAME?,11.1,11.5,11,14.8,10.6682,2.914194107,2015-07,-33.862152,4.786324,36.925112,-76.18535
2235,36.966909,-76.288419,d5yBK6cZjDxX1XcU5N5Uiw,4,4.3,4.2,9.5,3.87656,2.408994913,2019-04,-35.916078,2.402945,36.967086,-76.288409
2236,36.930012,-76.198031,cwJycgmHiW5LNETdzXIH-Q,4.1,4.7,4.3,9.81,4.33075,2.919884205,2016-07,-35.670472,2.938083,36.929981,-76.197806
