ID,LAT,LON,panoId,LAG,HAG,LOWELEV_ST,FFE_ft,DEM_ft,camera_height_m,image_date,elevation_wgs84_m,elevation_egm96_m,pano_lat,pano_lng
2659,37.052539,-76.37409,E2Su2kZOOs47dtBIoBDsQw,6.875,7.375,7.375,9.475,5.50486,2.996164799,2015-08,-34.537627,3.410638,37.052346,-76.374119
2662,37.04976,-76.373845,UwEhGYgQBd4zxPKe2HuexA,7.8,9.2,8.2,11.1,5.48402,2.950956583,2015-08,-34.583039,3.371391,37.049538,-76.37395
2663,37.051456,-76.37525,lr5b1ukvpdNTjmuPe9SEVA,6.779,7.179,,9.479,6.70125,2.295761585,2019-04,-34.806084,3.140846,37.05166,-76.375209
2668,37.058347,-76.369264,SxyKDTwI7rXOWPVAtWvtGw,6.852,7.452,,9.752,6.62785,2.42128253,2019-04,-34.909669,3.039019,37.058138,-76.369154
2669,37.059018,-76.368852,xje-WtNkvnNMLPYrzSZrAw,5.049,5.749,,8.239,5.02185,2.295747042,2019-04,-35.38087,2.565976,37.059203,-76.369028
2676,37.022936,-76.314988,Yt6QQqqDA5DepdeLBnFZYQ,6.7,7.5,4.9,10.9,6.97526,2.907281399,2015-08,-34.359562,3.79803,37.022808,-76.315086
2677,37.02201,-76.314325,mLB87KWqerft7XFYxHNCRQ,6.049,6.249,,10.049,4.5815,2.915259361,2015-08,-35.232501,2.928861,37.022115,-76.314179
2679,37.040639,-76.345274,41aK_4hEN_4mL4bsreK8zg,7.375,8.275,,10.575,7.91036,2.408536434,2019-04,-34.519434,3.525911,37.0406,-76.345027
2680,37.041666,-76.341757,AuEepjatW_oCfj3PTwoW6w,7,7.3,7,9.4,6.603,2.920140743,2016-04,-34.263827,3.787885,37.041729,-76.341548
2684,37.069653,-76.340092,6vFvkHWKOxdfnUx0_dVdLg,6.203,,,10.503,6.00201,2.914165497,2015-08,-34.553807,3.444217,37.069369,-76.339973
2685,37.069119,-76.339961,YdRuLfnP4xff1MlAq0JL7Q,6.603,6.603,,11.303,6.12322,2.905543804,2015-08,-34.561305,3.436558,37.069335,-76.340078
2688,37.049544,-76.29336,rrCHXjXBw_DH2zZORB6XXA,7,7.5,7.2,10.2,7.20375,2.931403399,2015-08,-34.401232,3.754125,37.049741,-76.293389
2692,37.030242,-76.339812,2rHC8mvE__6xLF7mUZnARA,6.165,6.365,,8.465,5.00086,3.058964014,2015-08,-34.867084,3.212296,37.030229,-76.340067
2693,37.030208,-76.341619,aBAH651iAEdAEJBZYAWz_A,5.765,6.265,,8.065,5.95115,2.918920517,2017-08,-34.632478,3.442622,37.030187,-76.341793
2695,37.046939,-76.293657,R9Snc3OYp1drGIla64ePKQ,3.436,,,8.036,3.90334,2.919559956,2015-08,-35.346514,2.813066,37.047075,-76.293941
2696,37.045797,-76.294992,kGKOYODjjPfZpiKEPfnDcg,6.7,6.9,6.7,9.6,6.80478,2.912173986,2015-08,-34.554412,3.60542,37.0456,-76.295063
2698,37.050096,-76.326674,FJjXuP9a-rBTF5upuKfQaA,7.362,7.862,,10.662,7.56791,2.920192957,2015-08,-33.90096,4.169833,37.050379,-76.326732
2701,37.043966,-76.323471,FjgKVKPAdsnzI2gNTfpYpw,9.259,9.659,,10.159,9.16517,2.915930033,2015-08,-33.818521,4.274321,37.043767,-76.323348
2705,37.04009,-76.351055,3p7ayQLLy91z6WmFGmrz1Q,9.079,9.479,,10.919,9.62225,2.92141366,2015-12,-33.438218,4.592914,37.040284,-76.350962
2706,37.034395,-76.342765,IHwTgCZxO4FM8Bg95fT4fQ,3.3,5,3.3,8.4,4.47022,2.408694029,2019-04,-34.351283,3.713151,37.034241,-76.342678
2708,37.034158,-76.342267,#NAME?,4.8,5,4.9,8.7,4.20147,2.408747673,2019-04,-34.363113,3.702034,37.034303,-76.342341
2709,37.05681,-76.292877,7XNosa6Vw4k8WJPnQEqiyg,6.586,7.586,,10.586,6.93837,2.880871058,2015-08,-34.455378,3.685994,37.057034,-76.292799
2710,37.060049,-76.314138,SozCBF8ZzwnFX69zHb8Avw,8.416,,,10.816,6.79238,2.951225281,2015-08,-34.03109,4.051353,37.060035,-76.313869
2716,37.063352,-76.315207,d6k0_ZmTgg1e3_Z4d7alVg,6.506,7.006,,7.406,5.63186,2.912220478,2015-08,-34.962348,3.109464,37.063566,-76.315198
2717,37.06115,-76.31144,hvqNpv0XzwCaxDEfdArmpw,6.71,,,7.71,6.21833,2.916207314,2015-08,-34.725133,3.361876,37.061115,-76.311174
2719,37.062747,-76.312021,fgmsOSh9o7oJwUxZSrhb7Q,5.206,,,7.006,5.30253,2.915131092,2015-08,-35.130064,2.950842,37.062769,-76.312262
2722,37.002469,-76.374273,u5l_Im38jadys_VmJq9DmQ,7.679,8.479,,10.219,6.74511,2.914400101,2015-08,-33.781603,4.269392,37.002584,-76.374081
2723,37.001052,-76.376996,8DiOCJhfmEf5mmcEjoktDA,7.882,8.582,,9.182,9.02666,2.916320324,2015-08,-33.588051,4.458511,37.000909,-76.37719
2726,37.067688,-76.316507,7rYTBfDFugocy4N02syA2A,5.493,,,6.493,5.1317,2.919563293,2015-08,-34.824778,3.236025,37.067546,-76.316314
2730,37.004494,-76.354216,D79uZm9Cx4OfbXFMoIiSdw,6.3,6.5,6.3,8.8,5.47045,2.950354338,2015-08,-33.981986,4.114324,37.004742,-76.354372
2731,37.005511,-76.353485,4XS-XqDoYfyzl_Ql0iPHNA,5.152,,,7.252,5.54757,2.973768473,2015-08,-34.689853,3.406373,37.005666,-76.353614
2734,37.034165,-76.335131,vaQtPmG-LRWVe_caz66rpg,5.832,7.712,,9.822,7.87688,2.932476759,2015-08,-33.984686,4.099424,37.03417,-76.334858
2737,37.033657,-76.334597,ZciUq_He8RYj9CJ9uAeBQg,7.412,7.802,,8.862,6.94603,2.866481543,2015-08,-34.229347,3.855938,37.033642,-76.334839
2741,37.062329,-76.44885,xoBM3p5BqhE8AbJcmdKPZA,19.7,19.8,19.2,20.6,19.4757,2.918383837,2015-08,-30.715105,7.027227,37.062274,-76.448585
2749,37.056367,-76.290961,pUrfT4pr_70OP2PdQmAlJg,7.3,7.7,,9.6,6.76073,2.917464018,2015-08,-34.594214,3.552759,37.056616,-76.290993
2752,37.062238,-76.346427,Q7ei8wmDzueFRS3_faLaqQ,6.936,6.936,,10.136,5.97338,2.922294378,2015-08,-34.610091,3.385583,37.062412,-76.34664
2754,37.05968,-76.345428,Yx390r-D0hBGTXNmx0ntlQ,8.626,9.116,,11.576,8.76535,2.44516468,2019-04,-34.362927,3.6417,37.059867,-76.345286
2755,37.05895,-76.350335,u6vFN5ch4IxHHoiAPn6UYQ,4.072,5.072,,8.072,5.85073,2.301484585,2019-04,-35.196217,2.797768,37.05911,-76.350118
2756,37.070407,-76.316885,wAqRme4CDxEgNwtmj3Xw9g,5.883,,,6.783,5.54101,2.916142464,2015-08,-35.0378,3.014778,37.070539,-76.317099
2758,37.07501,-76.278224,y9f_D9cZjx39m8tfiIDOGQ,4.697,5.767,,15.257,5.63992,3.007146835,2015-08,-32.099127,6.041212,37.075021,-76.277946
2760,37.075899,-76.277716,HdyIPxCeb1vy52U-hJYi5Q,5.397,5.807,,15.757,6.03093,2.9188447,2015-08,-31.896709,6.241632,37.075945,-76.277985
2763,37.075128,-76.277118,KlV0GeBkuGcQ-i7z4JV48Q,6.767,7.187,,10.397,5.42606,2.9943645,2015-08,-32.130624,6.010783,37.075201,-76.277365
2766,37.046434,-76.290629,flFW_wizfZtmmPIIzjjBNQ,6.986,7.036,,9.736,7.4218,2.912914753,2015-08,-33.592104,4.576857,37.046629,-76.290564
2767,37.043888,-76.291665,yCgCyss-wz9Vx_d-gwcE4Q,7.6,7.8,7.6,10.7,8.27451,2.963362932,2015-08,-34.104043,4.068599,37.043814,-76.291461
2770,37.073215,-76.288991,KopDobbt-znRY7JI1u_hQg,5.874,6.074,,10.174,4.93525,2.917673826,2016-06,-35.096498,3.020987,37.073139,-76.288725
2772,37.022435,-76.400107,P2Emg8lwRYyT1Uqui09OFQ,6.402,6.802,,8.602,6.8491,3.006268978,2015-08,-34.654936,3.290125,37.022499,-76.399856
2774,37.031538,-76.341784,9sR9m9DAEEe4jNc2FzFx5w,5.165,5.665,,8.965,6.65343,2.943027258,2015-08,-34.433106,3.638759,37.031676,-76.34183
2793,37.040288,-76.293558,MZbxHNDJd-gmeuV9S1jG3w,10,10.4,10,13,8.0043,2.907624483,2015-08,-34.246077,3.92964,37.040227,-76.29329
2794,37.063874,-76.286909,4GuDI0ccmYptSA-bSXYUQw,6.2,,,10.42,5.71965,2.881441355,2015-08,-34.900656,3.240229,37.063921,-76.287145
2801,37.055965,-76.307417,LaKj_8FZ2b-Rkh4fe6yWBA,7,8.1,6.7,11.2,7.23518,2.915421247,2015-08,-34.390824,3.71588,37.05593,-76.307678
2802,37.00017,-76.370018,SiJDCW8dUa09kFTGtgMovA,8.2,8.3,8.1,12.2,5.35361,2.916053772,2015-08,-34.646604,3.420386,36.999912,-76.3699
2813,37.049558,-76.352526,nWLA58DANld5YaYezJd8JQ,7.2,7.4,,7.9,6.40925,2.899921417,2015-08,-34.351114,3.656771,37.04972,-76.352434
2814,37.04965,-76.349474,PB-kSoMU_yP2RljEpkp_mQ,9.188,9.288,,9.688,8.15352,2.817187786,2015-08,-33.892339,4.123721,37.04963,-76.349219
2817,37.048152,-76.289555,LfIBGW0pXPqEl_oxcQuoLw,8.436,9.236,,11.636,8.33691,2.934507847,2015-08,-34.016306,4.152566,37.048087,-76.289381
2820,37.04248,-76.371772,EglCl9HoZ0TPj-9xpu1wnA,3.4,4.4,,6,4.93189,2.917375088,2015-08,-34.749036,3.22536,37.042313,-76.371938
2821,37.042564,-76.371951,dI0g1xHYTf3xqUMn-USsKg,4.5,5,,9.7,5.53082,2.91695857,2015-08,-34.63706,3.33692,37.042364,-76.372044
2826,36.998352,-76.402815,qhKBEZXnqaP_On9IVv1YHw,9.515,10.015,,12.515,10.5538,2.916740179,2015-08,-33.530466,4.455439,36.998493,-76.402683
2827,37.009072,-76.378974,jSz6X68VpDI9aZXDqV3CFA,6.485,7.485,,9.685,7.65844,2.446724892,2019-04,-34.531544,3.492935,37.009187,-76.379154
2830,37.03452,-76.342204,Rg4NV5ChZrgIOlpYbUzcNA,4.669,5.069,,7.469,4.60071,2.371477604,2019-04,-34.294147,3.771439,37.034345,-76.342118
2832,37.039072,-76.340013,q2_SVNZ5TNse1F5oR0pC-Q,6.5,7.1,6.2,9.2,5.75512,2.926362991,2015-08,-33.624975,4.436797,37.039124,-76.33969
2833,37.026313,-76.435972,spvr4Fr9OTN4j2QOUfcehg,11.8,12.3,11.8,12.3,11.1645,2.915855646,2015-08,-33.340075,4.50704,37.026383,-76.435712
2834,37.052388,-76.290739,V54wpAvOoKpBke4MOtBYdw,9.3,9.4,,10.2,7.65449,2.91522789,2015-08,-34.285982,3.869699,37.052576,-76.290852
2840,37.05059,-76.352826,6AW_RmSsNOwxIM5uGg-dhg,6.885,7.785,,9.345,5.77571,2.916885614,2015-08,-34.474036,3.530648,37.050832,-76.352762
2841,37.05085,-76.353738,WT_slyD6I3Be6g3I8LLTcQ,6.185,7.085,,9.195,4.86704,2.909427643,2015-08,-34.713792,3.288059,37.051101,-76.35367
2842,37.050753,-76.353411,3Qmkbg3sTySGSQKib6iFjA,6.385,7.585,,9.195,5.09283,3.034086704,2015-08,-34.639517,3.363367,37.051001,-76.353332
2843,37.050367,-76.352102,FJAH7H-OTJf4cuiPtQ0Ujw,7.085,7.585,,9.295,6.53757,2.909534216,2015-08,-34.306428,3.700611,37.050604,-76.351991
2846,37.050546,-76.352688,vLt0_QFA4mpATECWsNGglw,6.885,7.485,,9.345,6.15052,2.921378851,2015-08,-34.402339,3.603009,37.050767,-76.35254
2847,37.050451,-76.352239,0z2gQPgSVaa7ef0f3kFgdw,7.085,7.385,,9.195,6.40141,2.915540934,2015-08,-34.336965,3.669784,37.050635,-76.352096
2849,37.058647,-76.363958,OHFS-BYOqjndikKHvw41Pw,6.052,6.752,,10.652,6.6278,2.923024178,2015-08,-34.292479,3.667627,37.058674,-76.364227
2850,37.049305,-76.368922,koNrHXBjBNkSArjm2DnPhw,6.085,6.585,,7.185,4.68923,2.360509634,2019-04,-35.504438,2.463579,37.049078,-76.368896
2860,37.056243,-76.35128,3yYm3iy7p0nKAEoyks99UA,8.062,8.662,,9.382,7.02268,2.916505814,2015-08,-34.21621,3.781722,37.056048,-76.351134
2862,37.056118,-76.351468,ubjQJI5u1pxXMB6jJTFyyg,8.262,8.662,,9.602,7.11159,2.889139652,2015-08,-34.212451,3.785378,37.055994,-76.351232
2863,37.05661,-76.350491,mH3ZREUxLRZU7DQ_6vmQsg,7.262,7.962,,9.462,6.48028,2.92052269,2015-08,-34.237901,3.759963,37.056506,-76.350732
2869,37.057057,-76.352249,zMorVwxRe5wKEE17BHVKhg,7.959,8.259,,9.509,5.58477,2.915047646,2015-08,-34.694717,3.299119,37.056929,-76.352015
2886,37.054915,-76.284058,zVi1TosPjoNFZ7KDbx-u0w,5.4,8.7,4,11.4,8.33583,2.920361519,2016-06,-34.126049,4.040798,37.055036,-76.284322
2893,37.06656,-76.305376,Hs3hiRZZOs99B-VTI3bKLA,4.59,,,8.29,4.91797,2.916276217,2015-08,-35.157073,2.93366,37.06655,-76.305104
2894,37.06556,-76.322302,Fx_P0E2ayudmybZYSb6lwQ,7.006,,,7.806,6.8626,2.843184948,2016-03,-34.505994,3.544421,37.065647,-76.322082
2896,37.063309,-76.289574,CHUNpTylbGxaYYtoxcqElw,6.86,6.95,,9.52,5.90143,3.023874521,2015-08,-34.951217,3.185803,37.063212,-76.289367
2897,37.077531,-76.295687,jNM50uxw8FtquYjpQqcOew,6,6.1,5.8,10.4,5.82445,2.960371256,2015-08,-34.424216,3.666162,37.077728,-76.29578
2902,37.076811,-76.299227,6rtajNAWss32lryYBwBTPA,5.3,5.4,5.3,10,5.12858,2.912745953,2015-08,-34.97266,3.110222,37.076854,-76.299481
2903,36.996123,-76.384718,Zmo-bUMb7MB7dp4Pxt5eIw,6.295,8.195,,9.095,8.7258,2.873682499,2015-08,-33.791996,4.242123,36.995953,-76.384884
2907,37.051459,-76.373395,zZq9Z_jL_3-OzRo6IgDtkQ,5.979,6.479,,8.079,5.61943,2.391236067,2019-04,-35.028184,2.9238,37.051271,-76.373485
2908,37.049762,-76.371812,zH8wYDapT9zlcQPjpuRErg,3.485,,,8.815,3.59669,2.939434052,2015-08,-35.294546,2.664759,37.04996,-76.37167
2910,37.070432,-76.33472,HqsiVs23vtUWTtGsICgAUg,6.897,7.297,,7.497,7.93342,2.909193039,2015-08,-34.066976,3.941451,37.070652,-76.334719
2921,37.041327,-76.340562,GudfZVY224_NXm_HNmCimA,5.22,5.42,,9.1,3.31687,2.883582115,2015-08,-35.285632,2.769719,37.041426,-76.340351
2924,37.061154,-76.294392,ci2GrjAfZROGTbC70k67Mw,7.603,8.303,,10.463,7.0746,2.902858496,2015-08,-34.527736,3.600255,37.061173,-76.294668
2929,37.056572,-76.351149,mEvpmi4iIS0gcO8AEbraiA,8.062,8.462,,9.462,6.16418,2.916304111,2015-08,-34.341925,3.654855,37.056745,-76.350988
2932,37.05704,-76.35103,bf-kSIZLQe4Ajy0Mjov5FQ,7.759,8.459,,9.159,5.89114,2.876994133,2015-08,-34.428686,3.567389,37.056859,-76.351157
2933,37.05691,-76.350834,mEvpmi4iIS0gcO8AEbraiA,8.059,8.359,,9.709,6.16418,2.916304111,2015-08,-34.341925,3.654855,37.056745,-76.350988
2936,37.060129,-76.303126,GRO-N8KT_lgA25hyfswMnA,6.406,6.506,0,9.406,7.42854,2.91660285,2015-8,-999,3.557617426,37.05985114,-76.30315647
2938,37.065874,-76.309265,_5x1IhTG4sX9h2qdp4_ZhA,6.693,6.893,,9.793,6.11898,2.914317369,2015-08,-34.776848,3.30508,37.066019,-76.309089
2941,37.070042,-76.31834,iZP2kvSOWX_hncpBqvvIMA,6.277,6.617,,8.797,5.49278,2.91940093,2015-08,-35.13962,2.911562,37.06985,-76.318207
2948,37.054338,-76.303513,Ycen-UqB8ZRY5vmHyEA3Ew,8.8,9.7,10,11.4,8.8214,2.92214942,2015-8,-999,4.130653381,37.05425455,-76.3037495
2949,37.054075,-76.303542,RWgeNri12mi2hDhfAXXRoA,9.7,10.1,9.1,11,8.20959,2.904532909,2015-08,-33.999763,4.120647,37.05401,-76.303801
2953,37.033511,-76.333941,#NAME?,4.662,5.062,,9.262,5.81855,2.94090867,2015-08,-34.503017,3.585312,37.033561,-76.333671
2954,37.034284,-76.333941,MZOaby4M3H2tdVZ2BVMTtA,1.062,5.562,,8.362,6.99088,2.911851406,2015-08,-34.507182,3.579603,37.034307,-76.333694
2956,37.037405,-76.34726,AoulUYRJ8jIAyj-dFvf9Xw,4.975,5.675,,7.775,6.07129,2.331602097,2019-04,-35.036089,3.009489,37.037353,-76.347593
2962,37.06213,-76.349371,O5d3R_UpNp85CKl6_tWsqQ,4.8,5,4.9,10.6,4.97514,2.963587999,2015-08,-34.976332,3.012514,37.062216,-76.349659
2963,37.057278,-76.351691,YURqPba5ioBuFSRu9XAEUQ,7.859,8.059,,9.359,5.29634,2.915755272,2015-08,-34.667833,3.32656,37.057044,-76.35169
2965,37.065088,-76.298336,3MbfmUCKZvksuLwulHnWgg,6.54,6.99,,9.19,5.74798,3.012883425,2015-08,-34.840852,3.269244,37.065324,-76.298336
2966,37.072936,-76.296568,iAHdItVDsnqlldQPbKBnlg,3.7,7.7,,9.7,7.13618,2.914239168,2015-08,-34.398519,3.700057,37.073136,-76.296419
2967,37.072527,-76.296821,k1zDQkyz8iUa1TS6OMKxTA,5.67,7.77,,7.97,9.02994,2.910347939,2015-08,-33.196812,4.90155,37.072405,-76.297067
2968,37.073553,-76.297011,YDHWYuQiniJoeZYiCH6utg,4.957,5.917,,8.497,7.6055,2.913980007,2015-08,-34.205759,3.891043,37.073359,-76.296932
2969,37.073152,-76.295893,0F8gHbYpgjGckC-9oS2Crw,6.33,7.08,,9.76,6.81085,2.878958464,2015-08,-34.468557,3.631811,37.072956,-76.295846
2970,37.072817,-76.296329,mGBMq7CPI5ZQboVNqFJt6Q,5.67,6.17,,8.67,7.11564,2.91773653,2015-08,-34.367677,3.7317,37.073013,-76.296223
2972,37.073451,-76.29491,ajUeqGIUv-FoWrJREgCOZg,5.8,6,5.8,8.7,6.36885,2.925971031,2015-08,-34.564235,3.537721,37.073201,-76.294969
2973,37.074246,-76.294695,rP5Cc6KR0t0UcTh_luu8lg,5.767,6.167,5.967,9.067,6.11349,2.929303646,2015-08,-34.912543,3.187028,37.07433,-76.295026
2974,37.072803,-76.298699,qkjrHz4v0YyEhw8R9b57vg,4.97,6.27,,7.97,5.34691,2.90600276,2015-08,-35.026353,3.067992,37.072674,-76.298496
2975,37.074814,-76.27732,wFnxvgaGCx1lwkAabGXbDg,6.33,6.7,,17.96,5.49427,2.916001797,2015-08,-32.168271,5.973216,37.074885,-76.27755
2977,37.021057,-76.32286,E9ZWRlFu9y6U0BdJBniiiA,8.7,7.6,7.4,11.9,7.85041,2.425197601,2019-04,-34.707291,3.433864,37.021032,-76.323073
2979,37.071843,-76.301755,1U6V7-FZ8jRkme66tXkXLw,4.8,5.3,5.1,10.3,4.63063,2.91997695,2015-08,-35.104571,2.98346,37.071719,-76.30181
2980,37.074628,-76.299931,lTVaR2xvBrsWkE1-AMiP6w,4.664,,,6.564,4.6979,2.91408205,2015-08,-35.118264,2.967391,37.074726,-76.300211
2986,37.072703,-76.302681,kHvfW3dNAUhU6VPRGcTL6w,5.17,5.47,,7.07,2.9472,2.916074276,2015-08,-35.665289,2.418626,37.072527,-76.302768
2988,37.093592,-76.305573,OU7CIqZ7UBmoroYeGBxJjg,4.508,,,8.408,4.38508,2.917225599,2015-08,-35.263274,2.770192,37.093301,-76.305497
2989,37.092504,-76.304658,WujHQ5QOmPJS9u9heNen5Q,3.511,4.011,,15.311,3.93656,2.938429356,2015-08,-35.313706,2.723491,37.092737,-76.304458
2995,37.093615,-76.292736,D_zkbnGgcEdbCN7TogAcUQ,3.268,3.348,,16.138,3.3904,2.846103191,2015-08,-35.542913,2.520793,37.093603,-76.293028
3001,37.092154,-76.404204,2xrVnZfA3HlS_YlHd8W6WQ,7.864,8.124,,11.244,8.0585,2.917787552,2015-08,-34.243026,3.548238,37.092053,-76.404513
3007,36.99766,-76.402393,rAWHlpkmu26-QcbqqmqZZw,7.6,8,,11.6,8.39361,2.920220137,2015-08,-34.305121,3.681993,36.997761,-76.402529
3010,37.050447,-76.354134,Rx0Ptg-dOSyLB9GEiwT21w,5.9,6.2,,7,5.30394,2.916815758,2015-08,-34.681112,3.321115,37.050247,-76.354245
3011,37.077987,-76.301865,RySVr0z9-s0CV7qjIQrXGw,4.954,,,8.654,3.93077,2.936350107,2015-08,-35.34337,2.732162,37.078007,-76.301513
3016,37.05968,-76.297865,_8lC3usKk311Kmrt1E2f2A,6.606,6.606,6.506,8.206,6.57791,2.921591997,2016-06,-34.46564,3.657067,37.059635,-76.298099
3020,37.078244,-76.297947,ti1rxLjexy6wyrVxaan5uQ,4.554,4.754,4.554,6.154,4.63327,2.900878191,2016-06,-35.058804,3.024429,37.078233,-76.298184
3023,37.076381,-76.292754,StANOiIryI5h1ebsSDJp5A,5.694,6.394,,9.034,6.05176,2.916256905,2015-08,-34.710059,3.391511,37.076269,-76.292474
3024,37.076044,-76.290261,fAKOB_QAknARhQO4-YFFQQ,5.967,7.517,,9.897,6.28953,2.928171396,2015-08,-34.601525,3.506499,37.075822,-76.290282
3027,37.07542,-76.295435,_XviWmSEj_453CP0KisyYQ,6.364,6.564,6.264,9.764,5.13321,2.916824579,2015-08,-34.961354,3.135086,37.075204,-76.29545
3032,37.074943,-76.296394,M8B-7YfTPaP0wTWuUWfwYA,6,7,6.2,9.7,5.81415,2.913954973,2015-08,-34.941424,3.153989,37.074999,-76.296081
3033,37.075384,-76.294994,WFG7VNfp8YCyi7cvQPAr4g,5.284,5.994,,9.664,5.60428,2.913915634,2015-08,-34.905348,3.192301,37.075163,-76.294991
3034,37.076831,-76.291553,NQECKnx30cmp-3Q_fhHKDA,7.194,7.594,,10.874,7.49529,2.924628735,2015-08,-34.317452,3.785427,37.07659,-76.291781
3035,37.081759,-76.286351,xA7tUSz4j529MAbCPEhzSg,3.514,3.814,,6.254,3.28301,2.927679777,2015-08,-35.549831,2.555123,37.081985,-76.286263
3037,37.05348,-76.374033,azU5YlHUPc0WZU_St7rDWg,5.592,7.792,,7.572,6.16266,2.919188261,2015-08,-34.163346,3.782978,37.05328,-76.374094
3038,37.033353,-76.43881,NipEepP5SiS0ihOhp9Hbeg,16.838,17.218,,19.428,15.1214,2.4089396,2019-04,-32.544014,5.281616,37.033148,-76.438776
3041,37.030537,-76.441081,n4Wh5LEaUcdmxWKcdHeDfQ,14.7,14.9,14.8,17.1,12.0536,2.408947468,2019-04,-33.432176,4.393549,37.030367,-76.440995
3048,37.006295,-76.350576,_gS1bApYaPRSjEYvHzRytg,7.349,8.049,,10.049,6.5391,2.887459517,2015-08,-34.279073,3.822604,37.006511,-76.35079
3054,37.05916,-76.300932,S13-HL4P7lEIIHwO1uXwkQ,5.6,5.8,5.5,11,5.67306,2.924732208,2016-06,-34.978189,3.137725,37.059392,-76.300988
3055,37.058737,-76.300691,KbCCpgh59j6Wdp13OMtX0w,5,5.1,4.7,10.2,4.32516,2.921278,2016-04,-35.241142,2.877804,37.058795,-76.300362
3060,37.053894,-76.303527,DXpCNlmOjx3ydcKXgLhCQw,8.8,9.9,8.8,10.6,8.29989,2.918372393,2015-08,-34.014428,4.106369,37.05383,-76.303779
3061,37.054501,-76.303695,8L3VXszqJDurqfhbXFdErA,9.2,10.5,8.7,11.1,9.08616,2.928668261,2015-08,-33.742196,4.377402,37.054273,-76.303833
3062,37.053995,-76.304047,RWgeNri12mi2hDhfAXXRoA,9.6,10.3,9.1,11,8.20959,2.904532909,2015-08,-33.999763,4.120647,37.05401,-76.303801
3063,37.053302,-76.303886,1aFmHwOxtIXbNqGgkmGrpg,9.2,10.5,8.6,11.1,8.56638,2.939605951,2015-08,-33.943185,4.177783,37.053482,-76.304017
3064,37.05384,-76.304017,DXpCNlmOjx3ydcKXgLhCQw,9.1,10,8.9,10.6,8.29989,2.918372393,2015-08,-34.014428,4.106369,37.05383,-76.303779
3065,37.05339,-76.303678,YYSXnUdOCaY-T4WgXo_l8g,8.6,10.5,8.3,11.1,8.63284,2.91724968,2015-08,-33.9593,4.161854,37.05356,-76.303836
3066,37.052308,-76.351047,pdopb63XB1Q8lkRrux5SGw,7.579,8.479,,11.479,8.54481,2.30419755,2019-04,-33.978893,4.027279,37.052412,-76.350844
3067,37.067212,-76.298978,PXc262H_ZntFx-goUYYE8g,6.773,7.463,,7.393,7.65552,2.92037487,2015-08,-33.824018,4.281196,37.067218,-76.29871
3068,37.061861,-76.298621,25WeYC9FYcxQH0SQjmUa8A,6.9,7.4,6.9,9.6,6.43126,2.920510292,2015-08,-34.631002,3.485468,37.062066,-76.298603
3069,37.062818,-76.296391,CDc_GPOtrUBw-qSOK1_Yng,6.8,7.2,,10,6.64504,2.91757369,2015-08,-34.469002,3.650814,37.063039,-76.296417
3071,37.074706,-76.296372,ExWcqYf0iNQcTFXrCV7FFw,6.1,6.1,6,10.3,5.56099,2.920363188,2015-08,-35.155811,2.940029,37.074809,-76.296044
3107,37.044409,-76.44841,nmMEawcpyXEufoTPG9xD7w,19.5,20.9,20.1,23.1,17.652,2.436557531,2019-04,-31.72193,6.055952,37.044426,-76.448722
3115,37.043845,-76.44912,JQW1lW5jcVcIL2Wjd-fFXw,18.99,19.43,,22.78,17.4527,2.505737782,2019-04,-31.816335,5.962512,37.043824,-76.448852
3123,37.043465,-76.449233,ZmWLw1zXP2VWfS1rYnjsfg,18.94,20.1,18.46,22.93,16.8092,2.408892393,2019-04,-31.786094,5.993154,37.043465,-76.448988
3125,37.018774,-76.346932,uDn3cttBRNmrMCRI7_HRpA,8,9,8,12.4,8.25896,2.895139933,2015-08,-33.83419,4.251214,37.019018,-76.346906
3128,37.018864,-76.349439,NLBoManX5M7SeOYVD2otcQ,7.759,8.559,8.159,10.959,6.67008,2.904790163,2015-08,-34.322543,3.756562,37.019053,-76.349401
3132,37.028224,-76.4345,AbaKMfwz-mSLOImT6KZj_A,15.725,15.825,,16.225,14.6784,2.408787727,2019-04,-32.705056,5.141841,37.028287,-76.434199
3135,37.026144,-76.434739,zm8fy3RdJCQDSLSPWkiphw,12.725,13.325,,15.875,15.141,2.356454849,2019-04,-32.680365,5.170255,37.026201,-76.434413
3146,37.04404,-76.449037,zxARD6AjHNjysk1SVxgFHQ,18.9,19.7,19.8,23.3,17.3985,2.456351757,2019-04,-31.616407,6.162249,37.043995,-76.448776
3148,37.026185,-76.437139,iKCvJmQJduq9_JnoljFvGA,14.4,14.9,14.6,19.1,13.2242,2.451892376,2019-04,-33.285306,4.55899,37.026249,-76.436883
3165,37.046704,-76.293819,KFb7vp-pveo28fis32ApOw,5.7,5.8,5.49,12.74,5.16173,2.933229923,2015-08,-34.53461,3.625199,37.046822,-76.294069
3166,37.046051,-76.292736,fPVJEUNgHqi687BM-JTiCA,6.39,6.49,6.45,12.01,6.44418,2.960288525,2016-06,-34.268587,3.895098,37.046135,-76.293054
3167,37.046171,-76.292673,y3Ee1QcmuJrK40JH6n41PA,6.35,6.6,6.5,11.95,6.56681,2.955796242,2016-06,-34.026074,4.13755,37.046232,-76.293004
3175,37.024124,-76.31236,lb4qvKf1M8gqMtJDz3kmTQ,7.4,8,7.4,11,4.49629,2.934827805,2015-08,-35.428992,2.732408,37.024042,-76.31258
